outlet,unified_category,headline
myRepublica,Diaspora,Nepali AI engineer Arpan Bom joins US Army humanoid robotics challenge as finalist
myRepublica,Diaspora,Nepali siblings win bronze at UN-backed global AI competition
myRepublica,Diaspora,"Nepali student Laxmi Rajbanshi killed in Japan, five arrested"
myRepublica,Diaspora,"NRNA Guangzhou meet pushes for citizenship, investment rights"
myRepublica,Diaspora,Funeral of 'Nims Dai' to be held in UK on August 26
myRepublica,Politics & Government,PM Shah returning to Kathmandu after three-day stay in Gandaki
myRepublica,Politics & Government,Koshi CM Karki to seek vote of confidence today
myRepublica,Politics & Government,"HoR meeting today, ministers to respond to lawmakers' queries"
myRepublica,Politics & Government,NC issues whip against Chief Minister Thapa
myRepublica,Politics & Government,"Govt, Durga Prasai-led campaign reach 14-point agreement"
myRepublica,Business & Economy,"Govt plans 150,000 green jobs in five years to drive youth employment"
myRepublica,Business & Economy,"Gold surges by Rs 15,100 per tola; silver gains Rs 325 in a week"
myRepublica,Business & Economy,Investors lose Rs 43.2 billion as NEPSE falls 0.95 percent in a week
myRepublica,Business & Economy,"Energy Minister Shrestha calls for improved power supply, higher consumption"
myRepublica,Business & Economy,"NEPSE falls 10.67 points, turnover also declines"
myRepublica,Health,Govt urges precautions as Japanese encephalitis spreads
myRepublica,National & Society,Local administration in Kathmandu gives hostels one-month ultimatum to meet standards
